fake name,school,sex,race/ethnicity,academic engagement,Random Number,Selected (X),school,sex,race,academic engagement
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,894.6666667,0.004352606,X,Undergraduate Studies,female,Hispanic,894.6666667
"Lu, Mark",Engineering,male,Other,898.1666667,0.004370208,X,Engineering,male,Other,898.1666667
"Stoytcheva, Nicholas",Communication,male,White,901.6666667,0.00438781,X,Communication,male,White,901.6666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,905.1666667,0.004405412,X,Undergraduate Studies,female,Hispanic,905.1666667
"Lu, Mark",Engineering,male,Other,908.6666667,0.004423014,X,Engineering,male,Other,908.6666667
"Stoytcheva, Nicholas",Communication,male,White,912.1666667,0.004440617,X,Communication,male,White,912.1666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,915.6666667,0.004458219,X,Undergraduate Studies,female,Hispanic,915.6666667
"Lu, Mark",Engineering,male,Other,919.1666667,0.004475821,X,Engineering,male,Other,919.1666667
"Stoytcheva, Nicholas",Communication,male,White,922.6666667,0.004493423,X,Communication,male,White,922.6666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,926.1666667,0.004511025,X,Undergraduate Studies,female,Hispanic,926.1666667
"Lu, Mark",Engineering,male,Other,929.6666667,0.004528627,X,Engineering,male,Other,929.6666667
"Stoytcheva, Nicholas",Communication,male,White,933.1666667,0.00454623,X,Communication,male,White,933.1666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,936.6666667,0.004563832,X,Undergraduate Studies,female,Hispanic,936.6666667
"Lu, Mark",Engineering,male,Other,940.1666667,0.004581434,X,Engineering,male,Other,940.1666667
"Stoytcheva, Nicholas",Communication,male,White,943.6666667,0.004599036,X,Communication,male,White,943.6666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,947.1666667,0.004616638,X,Undergraduate Studies,female,Hispanic,947.1666667
"Lu, Mark",Engineering,male,Other,950.6666667,0.004634241,X,Engineering,male,Other,950.6666667
"Stoytcheva, Nicholas",Communication,male,White,954.1666667,0.004651843,X,Communication,male,White,954.1666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,957.6666667,0.004669445,X,Undergraduate Studies,female,Hispanic,957.6666667
"Lu, Mark",Engineering,male,Other,961.1666667,0.004687047,X,Engineering,male,Other,961.1666667
"Stoytcheva, Nicholas",Communication,male,White,964.6666667,0.004704649,X,Communication,male,White,964.6666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,968.1666667,0.004722251,X,Undergraduate Studies,female,Hispanic,968.1666667
"Lu, Mark",Engineering,male,Other,971.6666667,0.004739854,X,Engineering,male,Other,971.6666667
"Stoytcheva, Nicholas",Communication,male,White,975.1666667,0.004757456,X,Communication,male,White,975.1666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,978.6666667,0.004775058,X,Undergraduate Studies,female,Hispanic,978.6666667
"Lu, Mark",Engineering,male,Other,982.1666667,0.00479266,X,Engineering,male,Other,982.1666667
"Stoytcheva, Nicholas",Communication,male,White,985.6666667,0.004810262,X,Communication,male,White,985.6666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,989.1666667,0.004827864,X,Undergraduate Studies,female,Hispanic,989.1666667
"Lu, Mark",Engineering,male,Other,992.6666667,0.004845467,X,Engineering,male,Other,992.6666667
"Stoytcheva, Nicholas",Communication,male,White,996.1666667,0.004863069,X,Communication,male,White,996.1666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,999.6666667,0.004880671,X,Undergraduate Studies,female,Hispanic,999.6666667
"Lu, Mark",Engineering,male,Other,1003.166667,0.004898273,X,Engineering,male,Other,1003.166667
"Stoytcheva, Nicholas",Communication,male,White,1006.666667,0.004915875,X,Communication,male,White,1006.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1010.166667,0.004933478,X,Undergraduate Studies,female,Hispanic,1010.166667
"Lu, Mark",Engineering,male,Other,1013.666667,0.00495108,X,Engineering,male,Other,1013.666667
"Stoytcheva, Nicholas",Communication,male,White,1017.166667,0.004968682,X,Communication,male,White,1017.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1020.666667,0.004986284,X,Undergraduate Studies,female,Hispanic,1020.666667
"Lu, Mark",Engineering,male,Other,1024.166667,0.005003886,X,Engineering,male,Other,1024.166667
"Stoytcheva, Nicholas",Communication,male,White,1027.666667,0.005021488,X,Communication,male,White,1027.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1031.166667,0.005039091,X,Undergraduate Studies,female,Hispanic,1031.166667
"Lu, Mark",Engineering,male,Other,1034.666667,0.005056693,X,Engineering,male,Other,1034.666667
"Stoytcheva, Nicholas",Communication,male,White,1038.166667,0.005074295,X,Communication,male,White,1038.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1041.666667,0.005091897,X,Undergraduate Studies,female,Hispanic,1041.666667
"Lu, Mark",Engineering,male,Other,1045.166667,0.005109499,X,Engineering,male,Other,1045.166667
"Stoytcheva, Nicholas",Communication,male,White,1048.666667,0.005127101,X,Communication,male,White,1048.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1052.166667,0.005144704,X,Undergraduate Studies,female,Hispanic,1052.166667
"Lu, Mark",Engineering,male,Other,1055.666667,0.005162306,X,Engineering,male,Other,1055.666667
"Stoytcheva, Nicholas",Communication,male,White,1059.166667,0.005179908,X,Communication,male,White,1059.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1062.666667,0.00519751,X,Undergraduate Studies,female,Hispanic,1062.666667
"Lu, Mark",Engineering,male,Other,1066.166667,0.005215112,X,Engineering,male,Other,1066.166667
"Stoytcheva, Nicholas",Communication,male,White,1069.666667,0.005232715,X,Communication,male,White,1069.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1073.166667,0.005250317,X,Undergraduate Studies,female,Hispanic,1073.166667
"Lu, Mark",Engineering,male,Other,1076.666667,0.005267919,X,Engineering,male,Other,1076.666667
"Stoytcheva, Nicholas",Communication,male,White,1080.166667,0.005285521,X,Communication,male,White,1080.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1083.666667,0.005303123,X,Undergraduate Studies,female,Hispanic,1083.666667
"Lu, Mark",Engineering,male,Other,1087.166667,0.005320725,X,Engineering,male,Other,1087.166667
"Stoytcheva, Nicholas",Communication,male,White,1090.666667,0.005338328,X,Communication,male,White,1090.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1094.166667,0.00535593,X,Undergraduate Studies,female,Hispanic,1094.166667
"Lu, Mark",Engineering,male,Other,1097.666667,0.005373532,X,Engineering,male,Other,1097.666667
"Stoytcheva, Nicholas",Communication,male,White,1101.166667,0.005391134,X,Communication,male,White,1101.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1104.666667,0.005408736,X,Undergraduate Studies,female,Hispanic,1104.666667
"Lu, Mark",Engineering,male,Other,1108.166667,0.005426338,X,Engineering,male,Other,1108.166667
"Stoytcheva, Nicholas",Communication,male,White,1111.666667,0.005443941,X,Communication,male,White,1111.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1115.166667,0.005461543,X,Undergraduate Studies,female,Hispanic,1115.166667
"Lu, Mark",Engineering,male,Other,1118.666667,0.005479145,X,Engineering,male,Other,1118.666667
"Stoytcheva, Nicholas",Communication,male,White,1122.166667,0.005496747,X,Communication,male,White,1122.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1125.666667,0.005514349,X,Undergraduate Studies,female,Hispanic,1125.666667
"Lu, Mark",Engineering,male,Other,1129.166667,0.005531952,X,Engineering,male,Other,1129.166667
"Stoytcheva, Nicholas",Communication,male,White,1132.666667,0.005549554,X,Communication,male,White,1132.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1136.166667,0.005567156,X,Undergraduate Studies,female,Hispanic,1136.166667
"Lu, Mark",Engineering,male,Other,1139.666667,0.005584758,X,Engineering,male,Other,1139.666667
"Stoytcheva, Nicholas",Communication,male,White,1143.166667,0.00560236,X,Communication,male,White,1143.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1146.666667,0.005619962,X,Undergraduate Studies,female,Hispanic,1146.666667
"Lu, Mark",Engineering,male,Other,1150.166667,0.005637565,X,Engineering,male,Other,1150.166667
"Stoytcheva, Nicholas",Communication,male,White,1153.666667,0.005655167,X,Communication,male,White,1153.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1157.166667,0.005672769,X,Undergraduate Studies,female,Hispanic,1157.166667
"Lu, Mark",Engineering,male,Other,1160.666667,0.005690371,X,Engineering,male,Other,1160.666667
"Stoytcheva, Nicholas",Communication,male,White,1164.166667,0.005707973,X,Communication,male,White,1164.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1167.666667,0.005725575,X,Undergraduate Studies,female,Hispanic,1167.666667
"Lu, Mark",Engineering,male,Other,1171.166667,0.005743178,X,Engineering,male,Other,1171.166667
"Stoytcheva, Nicholas",Communication,male,White,1174.666667,0.00576078,X,Communication,male,White,1174.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1178.166667,0.005778382,X,Undergraduate Studies,female,Hispanic,1178.166667
"Lu, Mark",Engineering,male,Other,1181.666667,0.005795984,X,Engineering,male,Other,1181.666667
"Stoytcheva, Nicholas",Communication,male,White,1185.166667,0.005813586,X,Communication,male,White,1185.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1188.666667,0.005831189,X,Undergraduate Studies,female,Hispanic,1188.666667
"Lu, Mark",Engineering,male,Other,1192.166667,0.005848791,X,Engineering,male,Other,1192.166667
"Stoytcheva, Nicholas",Communication,male,White,1195.666667,0.005866393,X,Communication,male,White,1195.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1199.166667,0.005883995,X,Undergraduate Studies,female,Hispanic,1199.166667
"Lu, Mark",Engineering,male,Other,1202.666667,0.005901597,X,Engineering,male,Other,1202.666667
"Stoytcheva, Nicholas",Communication,male,White,1206.166667,0.005919199,X,Communication,male,White,1206.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1209.666667,0.005936802,X,Undergraduate Studies,female,Hispanic,1209.666667
"Lu, Mark",Engineering,male,Other,1213.166667,0.005954404,X,Engineering,male,Other,1213.166667
"Stoytcheva, Nicholas",Communication,male,White,1216.666667,0.005972006,X,Communication,male,White,1216.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1220.166667,0.005989608,X,Undergraduate Studies,female,Hispanic,1220.166667
"Lu, Mark",Engineering,male,Other,1223.666667,0.00600721,X,Engineering,male,Other,1223.666667
"Stoytcheva, Nicholas",Communication,male,White,1227.166667,0.006024812,X,Communication,male,White,1227.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1230.666667,0.006042415,X,Undergraduate Studies,female,Hispanic,1230.666667
"Lu, Mark",Engineering,male,Other,1234.166667,0.006060017,X,Engineering,male,Other,1234.166667
"Stoytcheva, Nicholas",Communication,male,White,1237.666667,0.006077619,X,Communication,male,White,1237.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1241.166667,0.006095221,X,Undergraduate Studies,female,Hispanic,1241.166667
"Lu, Mark",Engineering,male,Other,1244.666667,0.006112823,X,Engineering,male,Other,1244.666667
"Stoytcheva, Nicholas",Communication,male,White,1248.166667,0.006130425,X,Communication,male,White,1248.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1251.666667,0.006148028,X,Undergraduate Studies,female,Hispanic,1251.666667
"Lu, Mark",Engineering,male,Other,1255.166667,0.00616563,X,Engineering,male,Other,1255.166667
"Stoytcheva, Nicholas",Communication,male,White,1258.666667,0.006183232,X,Communication,male,White,1258.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1262.166667,0.006200834,X,Undergraduate Studies,female,Hispanic,1262.166667
"Lu, Mark",Engineering,male,Other,1265.666667,0.006218436,X,Engineering,male,Other,1265.666667
"Stoytcheva, Nicholas",Communication,male,White,1269.166667,0.006236039,X,Communication,male,White,1269.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1272.666667,0.006253641,X,Undergraduate Studies,female,Hispanic,1272.666667
"Lu, Mark",Engineering,male,Other,1276.166667,0.006271243,X,Engineering,male,Other,1276.166667
"Stoytcheva, Nicholas",Communication,male,White,1279.666667,0.006288845,X,Communication,male,White,1279.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1283.166667,0.006306447,X,Undergraduate Studies,female,Hispanic,1283.166667
"Lu, Mark",Engineering,male,Other,1286.666667,0.006324049,X,Engineering,male,Other,1286.666667
"Stoytcheva, Nicholas",Communication,male,White,1290.166667,0.006341652,X,Communication,male,White,1290.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1293.666667,0.006359254,X,Undergraduate Studies,female,Hispanic,1293.666667
"Lu, Mark",Engineering,male,Other,1297.166667,0.006376856,X,Engineering,male,Other,1297.166667
"Stoytcheva, Nicholas",Communication,male,White,1300.666667,0.006394458,X,Communication,male,White,1300.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1304.166667,0.00641206,X,Undergraduate Studies,female,Hispanic,1304.166667
"Lu, Mark",Engineering,male,Other,1307.666667,0.006429662,X,Engineering,male,Other,1307.666667
"Stoytcheva, Nicholas",Communication,male,White,1311.166667,0.006447265,X,Communication,male,White,1311.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1314.666667,0.006464867,X,Undergraduate Studies,female,Hispanic,1314.666667
"Lu, Mark",Engineering,male,Other,1318.166667,0.006482469,X,Engineering,male,Other,1318.166667
"Stoytcheva, Nicholas",Communication,male,White,1321.666667,0.006500071,X,Communication,male,White,1321.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1325.166667,0.006517673,X,Undergraduate Studies,female,Hispanic,1325.166667
"Lu, Mark",Engineering,male,Other,1328.666667,0.006535276,X,Engineering,male,Other,1328.666667
"Stoytcheva, Nicholas",Communication,male,White,1332.166667,0.006552878,X,Communication,male,White,1332.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1335.666667,0.00657048,X,Undergraduate Studies,female,Hispanic,1335.666667
"Lu, Mark",Engineering,male,Other,1339.166667,0.006588082,X,Engineering,male,Other,1339.166667
"Stoytcheva, Nicholas",Communication,male,White,1342.666667,0.006605684,X,Communication,male,White,1342.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1346.166667,0.006623286,X,Undergraduate Studies,female,Hispanic,1346.166667
"Lu, Mark",Engineering,male,Other,1349.666667,0.006640889,X,Engineering,male,Other,1349.666667
"Stoytcheva, Nicholas",Communication,male,White,1353.166667,0.006658491,X,Communication,male,White,1353.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1356.666667,0.006676093,X,Undergraduate Studies,female,Hispanic,1356.666667
"Lu, Mark",Engineering,male,Other,1360.166667,0.006693695,X,Engineering,male,Other,1360.166667
"Stoytcheva, Nicholas",Communication,male,White,1363.666667,0.006711297,X,Communication,male,White,1363.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1367.166667,0.006728899,X,Undergraduate Studies,female,Hispanic,1367.166667
"Lu, Mark",Engineering,male,Other,1370.666667,0.006746502,X,Engineering,male,Other,1370.666667
"Stoytcheva, Nicholas",Communication,male,White,1374.166667,0.006764104,X,Communication,male,White,1374.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1377.666667,0.006781706,X,Undergraduate Studies,female,Hispanic,1377.666667
"Lu, Mark",Engineering,male,Other,1381.166667,0.006799308,X,Engineering,male,Other,1381.166667
"Stoytcheva, Nicholas",Communication,male,White,1384.666667,0.00681691,X,Communication,male,White,1384.666667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1388.166667,0.006834513,X,Undergraduate Studies,female,Hispanic,1388.166667
"Lu, Mark",Engineering,male,Other,1391.666667,0.006852115,X,Engineering,male,Other,1391.666667
"Stoytcheva, Nicholas",Communication,male,White,1395.166667,0.006869717,X,Communication,male,White,1395.166667
"Escobedo, Vibiana",Undergraduate Studies,female,Hispanic,1398.666667,0.006887319,X,Undergraduate Studies,female,Hispanic,1398.666667
"Lu, Mark",Engineering,male,Other,1402.166667,0.006904921,X,Engineering,male,Other,1402.166667
"Stoytcheva, Nicholas",Communication,male,White,1405.666667,0.006922523,X,Communication,male,White,1405.666667
